detail.requirements,detail.main_tasks,detail.preferred_points
"• 실무 경력 3년 이상
• Python, Flask에 대한 이해 및 경험.
• 원활한 커뮤니케이션 능력",• 윌라 자사 백엔드 API 개발,"• MySQL, Elasticsearch, Redis 사용 대한 경험
• FastAPI, gRPC 사용 경험 
• Github 및 형상관리 툴(소스트리 등)을 사용한 프로젝트 진행 경험


[전형 절차]
지원서 검토 ＞코딩 테스트 ＞ 실무 인터뷰 ＞ HR 인터뷰 ＞ 처우 협의 ＞ 최종 합류
• 서류 합격자에 한하여 개별 연락 드립니다.
• 인터뷰 전형부터는 합격 여부에 관계없이 모든 지원자 분들에게 메일을 드릴 예정입니다.
• 이력 및 경험에 따라 추가 과제, 인터뷰 등 일부 전형 과정이 추가 또는 생략될 수 있습니다.

[근무 환경]
• 채용 형태 : 정규직
• 근무 시간 : 9:00~18:00
• 급여
   - 개인 역량에 따라 협의를 거쳐 결정합니다.
   - 최종 인터뷰를 진행한 이후 관련 협의를 진행합니다.
• 근무 장소 : 서울 서초구 서초대로 398 Bnk 디지털타워 11층"
"[이런 분을 기다려요]
• 특정 기술 스택에 얽매이기보다, 문제의 본질을 파악하고 구조적으로 해결하는 것을 중요하게 생각하는 분
• 빠르게 변화하는 시장과 성장하는 조직 속에서 능동적으로 기회를 찾고 주도적으로 성과를 만들고 싶은 분
• 개발하는 서비스의 비즈니스 가치를 깊이 이해하고, 기술을 통해 실질적인 임팩트를 창출하는 데 기여하고 싶은 분
• 기존의 역할을 넘어, 백엔드 엔지니어로서 끊임없이 새로운 영역에 도전하며 성장하고 싶은 분","[함께 일하게 될 팀을 소개할게요! ‍‍‍]
세탁특공대의 엔지니어링 팀은 ‘세탁’이라는 일상의 문제를 기술로 해결하는 팀이에요.

세탁특공대는 단순한 세탁 서비스를 넘어, 세탁-수선-보관-헌 옷 정리까지 옷의 모든 생애주기를 책임지는 혁신적인 플랫폼으로 나아가고 있어요. 고객의 일상 속 익숙한 번거로움을 기술로 덜어드리고, 더 윤택한 삶이라는 가치를 실현하는 여정에 함께하고 있답니다. 

저희에게는 특정 언어나 프레임워크 경험보다 복잡한 문제를 정의하고 구조적으로 해결하는 역량이 더 중요해요.
다양한 기술적 배경, 경험을 가진 분들과 함께 시너지를 내고 성장하고 싶어요. 
문제의 본질에 집중하며 우리의 '의생활'을 바꾸는 의미 있는 도전에 함께하고 싶다면, 세탁특공대가 좋은 기회가 될 거예요. 

[이렇게 일해요]
• DevOps, QA 엔지니어와 역할이 명확히 분리되어 있어, 백엔드 엔지니어는 서비스 로직 개발에 더 집중할 수 있어요.
• 디자이너, PO, 운영팀 등 다양한 동료들과 수평적인 문화에서 자유롭게 소통하며 협업해요.
• 단순히 주어진 기획을 구현하는 것을 넘어, 함께 문제를 정의하고 최적의 해결책을 찾아가요.

[이런 일을 해요.]
• 수만 명의 고객과 수백 명의 오퍼레이터가 실시간으로 사용하는 물류 기반 온디맨드 시스템을 안정적으로 개발하고 운영해요.
• 세탁, 수선, 보관, 배송 등 다양한 서비스가 결합된 복잡한 주문의 처리 로직을 설계하고 구현해요.
• 공장, 물류, 고객, 배송 요원 간의 데이터 흐름을 효과적으로 연결하는 도메인 모델을 설계하고 발전시켜요.
• 반복적인 CS를 줄이기 위한 시스템 기반의 예외 감지 및 자동 보상 프로세스를 설계하고 구축해요.
• 미래의 서비스 확장을 염두에 두고, 유연하고 확장 가능한 모듈형 API 설계 및 아키텍처 개선을 주도해요.","[주요 기술 스택]
• 언어: TypeScript (NestJS), JavaScript (Express)
• 인프라: AWS, Docker, Kubernetes
• 버전관리/협업: GitLab
• 데이터베이스: MongoDB, MySQL, Aurora, Redis
• 모니터링/로그: ELK, Grafana, Prometheus, Sentry
• 메시지/이벤트: Kafka"
"• 소프트웨어 엔지니어로서 5년 이상의 경험이 필요해요.
• 3년 이상 지속적으로 하나의 제품이나 서비스를 운영해본 경험을 통해, 그 과정에서만 드러나는 복잡한 문제를 해결해 보신 분을 찾아요.
• 생각과 행동이 논리적인 분을 찾아요.
• 고등교육 수준 이상의 문해력은 필수에요.
• 급변하는 소프트웨어 엔지니어링 트렌드를 맞아, 저희와 함께 다양하게 헤딩하면서 성장하실 분을 찾아요. 저희는 바이브 코딩을 사랑합니다!
• 웹기술의 트렌드나 주요 기술에 대해 이야기 할 수 있는 분이면 더 좋아요.
• AI 도메인에 대한 기본적인 이해와 경험을 증명해 주세요! LLM, RAG, CoT, AI Agent, Agentic AI, MCP, A2A 등","• AI 비즈니스의 다양한 문제를 해결합니다.
• AI가 가져온 소프트웨어 엔지니어링의 변화를 적극적으로 받아들이고 업무에 활용합니다.
• 문제 해결을 위해 업무 영역을 넘나들며 엔지니어의 방식으로 해결합니다. 도구는 수단일 뿐이니까요.
• 회사의 자산이자 신뢰의 증거로서 모든 업무를 문서로 공유합니다.","• AI나 ML 관련 석사 이상의 학위, 혹은 같은 주제로 1년 이상 연구업무를 경험해 보신 분
• 모니터링 환경을 구축하고 성능 및 Capa를 측정하여 제품이나 서비스를 배포해 보신 분
• 함수형의 Cell과 메시징 컨셉을 이해하고 설계에 활용하시는 분
• AI를 활용한 자동화에 성과가 있으신 분
• CSP 뿐만 아니라 온프레미스 서버장비를 직접 경험해 보신 분"
"• 백엔드 개발 경력 3년 이상
• Python 기반 웹 프레임워크 경험
• RESTful API 설계 및 운영 경험
• SaaS 서비스 개발 및 서버 아키텍처 설계 경험
• Git, Linux 환경에서의 협업 능력
• 서비스 운영 및 배포 경험 (Docker, Kubernetes, nginx 등)","• 서비스 상품화 및 AI SaaS 웹 플랫폼 백엔드 개발
• Python 기반 웹서비스 및 REST API 개발
• FastAPI / Flask / Django 기반 백엔드 아키텍처 설계 및 유지보수
• 데이터베이스 설계 및 최적화
• 프론트엔드/AI팀과 협업하여 유연한 서비스 개선","• 대용량 트래픽 처리 경험
• 비동기 개발(AIOHTTP, FastAPI) 경험
• Redis, Celery, Kafka 등 메시징/캐시 처리 경험
• 대규모, 클라우드 시스템 백엔드 개발 경험
• AI/ML 모델 연동 시스템 경험"
"• SAP S/4 HANA SD 모듈 운영 9 ~ 14년차
• SD모듈 ABAP 개발 능력","• SAP SD 모듈 제약산업 중심 운영
• SD 모듈 관련 사용자 지원 및 문제해결
• SAP 1809  2023 컨버전 프로젝트 참여","• S/4 HANA PCE 운영경험 보유자
• PCE 구축/버전업 프로젝트 유경험자
• SAP 파트너사 경력자"
"• MM/PP모듈 운영 경험자(7년 이상)
• ABAP 개발 경력을 보유하신 분
• 고객과 커뮤니케이션 및 책임감이 강하신 분","• SAP MM 모듈 제약산업 중심 운영
    (제약/코스메틱/제조업 등 프로세스 운영)
• MM 모듈 관련 사용자 지원 및 문제해결
• SAP 시스템 개선 및 고도화 프로젝트 참여","• S4/HANA or PCE(Private Cloud Edtion) 운영 및
  프로젝트 경험 보유자
• PCE (Privite Clould Edtion) 전환 프로젝트 참여 가능자
• SAP ALV 개발 가능자."
"	Java/Spring Boot 백엔드 개발 실무 5년 이상 (또는 이에 준하는 역량)
	Spring Boot 기반 REST API, Web Socket 개발 경험
	Spring Security 6·JWT·OAuth2 등 인증·권한 시스템 구축 경험 
	jOOQ 또는 MyBatis, queryDSL 활용 개발 경험
	Docker 등 컨테이너 환경 구성/개발 경험
	Jenkins, Git Action 활용 CI/CD 구성 및 활용 경험
	REST/JSON API 성능 최적화·프로파일링 및 테스트(Load/E2E) 경험
	보안 코딩·TLS·네트워크 계층 암호화 실무 이해","	API 개발: Spring Boot 3 REST API 설계·구현

	채팅 서버: Websocket 기반 실시간 채팅 서버 설계, Redis Pub/Sub 또는 Kafka 로 메시지 브로커링, 세션·멤버십 관리, 메시지 암호화·저장(대화 히스토리) 및 모바일 푸시 연동

	데이터·모델: MariaDB, mongoDB, RedisDB 스키마 설계

	대용량 처리: 대량 동시 요청 큐, 비동기 파이프라인 최적화 등

	클라우드 서비스 기반의 시스템 구축 및 운영","	보안 관련 개발 경험이 있는 분
	Naver Cloud Platform (NCP)·GCP·AWS에서 AI/검색 워크로드 운영 경험, IPsec VPN 구성 경험 
	CSAP·ISMS-P 심사 대응 혹은 공공 B2B 서비스 보안성 진단 경험
	대규모 스트림 데이터(분당 수천 건 이상) 처리 파이프라인 설계 경험
	ELK/Fluentd·Prometheus·Grafana 등 모니터링 스택 구축 경험
	글로벌 서비스 개발 및 운영 경험이 있는 분
	기획, UX, 개발 등 관련 부서와 원활한 커뮤니케이션이 가능하신 분
	새로운 기술을 습득하고 업무에 활용이 가능하신 분"
"• 학력 : 대졸이상
• 경력 : 4 ~ 15년
• C++ 개발 경력 4년 이상 혹은 그에 준하는 실력을 보유하신 분
-＞ SW설계 및 디버깅과 기본적인 자료구조/알고리즘에 대한 이해 및 구현이 가능","• 로봇 소프트웨어의 내외부 통신 채널 구성 및 관리
• 로봇 소프트웨어의 상태 및 생애 주기 관리
• 로봇의 기능을 활용하는 API 설계 및 구현
• 로봇 소프트웨어의 구성 및 설정 관리
• 데이터 취합 및 보관/전달 등의 처리","• Web server/client 개발 경험
• API/SDK 설계 및 작성 경험
• CI/CD 등 자동화된 테스트 시스템 구축 경험
• Robotics 관련 경험"
"• 프론트엔드 개발가능자(html, javascript, css)
• Angular, Vue, React등 Web Framework 사용 경험자","• 로봇 서비스 활용 가능한 웹어플리케이션 개발
• 로봇 서비스를 쉽게 설치하고 운영, 이용가능한 Web UI 개발
• 멀티로봇 서비스를  위한  환경설정/모니터링/운영결과 보고를 위한 UI 개발
• 개발  로봇 운영을 위한  웹어플리케이션 개발","• JavaScript 개발 환경 및 웹 소프트웨어 생애 주기에 대해 이해가 깊은 사람
• 오픈소스 프로젝트 기여경험
• Full-Stack Web Developer 
• Angular 사용에 능숙한 사람
• CI / CD 경험자"
"• React +Node.js 기반의 웹 애플리케이션 개발 및 운영 경험
• AWS를 이용한 서비스 배포 및 운영 경험
• 데이터베이스 설계 및 관리 경험","주도적으로 서비스를 함께 만들어 나갈 팀원을 모집합니다.

• React 기반의 웹 애플리케이션 개발 및 운영
• 서비스의 프론트엔드/백엔드 기능 구현, 유지보수 및 고도화","• 모바일 앱 개발(React Native, Flutter 등) 경험
• 일렉트론(Electron) 개발 경험 
• 자체 서비스 개발 및 운영 경험"
"1. Java 기반, Web Servcie 설계 및 구축 경력  5년 이상
2. Spring Boot & REST API 기반 Web Servcie 구축 경력 3년 이상
3. RDB 설계 및 구축 경력 5년 이상
• 학력 : 대학교졸업(4년)
• 경력 : 경력10년","1. B2B, B2C, Web Service- BackEnd
• 법률, 규제, 정책 특화  Project Service 보유
• 운영 및 고도화
• Open API 를 통한 데이터 수집
2. Service Project- BackEnd
• 법률, 규제, 정책 관련 SI Project
• 해운 물류 관련 SI Project","• PM 유경험자
• 기획·설계 유경험자
• 유관업무 경력자"
"• 경력: 전문대 졸업자, 대학교(4년) 졸업자
• KOSA등급: 고급이상","1. 담당업무
• 미들웨어 운영 (JEUS7이상)
• 미들웨어 설치 및 변경관리
• 장애분석 및 성능 개선
• APM 모니터링

2. 스킬
• JEUS7, 8
• WebToBe
• Intermax
• Redis / JAVA","• 미들웨어 운영관리
• 유관업무 경력자
• 장기근무 가능자
• 성실하고 책임감 있는 운영자
• 금융 업무 운영 경험"
"• 학력: 초대졸이상
• 경력: 중급이상 (유관업무 5년이상)","1. 백업 솔루션 운용
• OS 백업: Arcserve UDP, Zconverter, BCFSync, ReaR, HP-UX Ignite, Solaris Disk Mirror 기능을 이용한 백업 운용
• F/S DB 백업: NetWorker, NetBackup, HPDP 운용

2. 백업 업무
• 일일 업무: 백업 정상 확인 및 실패 원인 분석 및 조치. 백업 미디어 관리. 백업 용량 관리
• 월간 업무: 백업 복구 테스트 수행 확인 및 보고. 정기 점검 등록 및 수행. 백업 복구 테스트
• 분기 업무: 분기별 KT 및 KTC 보고서 자료 작성
• 반기 업무: 내부통제 감사 자료 작성 및 제출
• 연간 업무: 백업 복구 테스트 연간 계획. 백업 서버 재기동

3. 그 외
• 백업 신규 구축 및 대개체 작업. 백업 SOP, 인벤토리 작성 및 관리. 장애 복구 지원. 백업 스크립트 수정.","• 관련 학과 전공자
• 관련 자격증 보유자
• 장기 근무 가능한 자
• 성실한 분"
"• 웹 어플리케이션 개발 실무 7년 이상 또는 그에 준하는 역량 보유
• PHP 7/8 및 Modern PHP 스타일 개발 경험
• RESTful API 설계 및 백엔드 서버 개발 경험
• 객체지향 프로그래밍 및 리팩토링 경험
• Git 등 형상관리 도구 사용 경험
• SQL 쿼리 작성 및 성능 튜닝 가능
• 다양한 문제 해결을 위한 디버깅 경험 및 역량
• 다양한 환경(클라우드, 온프레미스)의 인프라 구성 및 운영 경험","레저·숙박 플랫폼의 백엔드를 함께 설계하고, 다양한 클라이언트 시스템을 안정적으로 운영할 수 있는 시니어 백엔드 개발자를 찾고 있습니다.
여행·레저 산업에 대한 이해와 기술적 리더십을 바탕으로, 서비스를 주도적으로 개선하고 확장해 나갈 분을 기다립니다.

•레저 및 숙박 관련 신규 서버 개발
• B2B2C 플랫폼의 백엔드 시스템 아키텍처 설계 및 개발
• OMS, PMS 연동, 폐쇄몰, MOU 페이지 등 기존 시스템의 유지보수 및 고도화
• 데이터베이스 구조 최적화 및 인프라 환경 개선
• 폐쇄몰 및 레저-티켓 플랫폼의 기능 개발 및 운영 지원","• 유지보수성과 확장성을 고려한 모듈화 및 재사용 가능한 아키텍처 설계 역량을 보유하신 분
• 서비스를 처음부터 기획·설계·개발·운영까지 전 주기 경험이 있는 분
• Java(Spring 등) 기반 프로젝트 참여 경험 또는 병행 사용 가능한 분
• e커머스, 예약 시스템 등 관련 도메인 경험자
• 팀 리딩, 코드 리뷰, 주니어 개발자 멘토링 경험자
• 커뮤니케이션 역량이 뛰어나고 타 직군과의 협업 경험이 원활한 분"
"• Back-End 개발 관련 3년 이상의 경력이 있으신 분
• 컴퓨터 관련 전공하신 분
• 하나 이상의 언어(TypeScript, JavaScript 등) 개발 경험이 있으신 분
• MySQL 등 관계형 DBMS 사용 가능하신 분","• POS 연동 플랫폼 개발
 - 클라우드 채널 플랫폼(POS 연동) 구축 및 개발
• 연동 시스템 개발 및 운영
 - 외부 파트너와의 연동 시스템 개발 및 운영
 - 연동 시스템 통합 가이드 및 운영 문서 작성
• 연동 플랫폼 운영 및 개선
 - 주문 관련 서비스 및 타 시스템 연동 개발 및 운영","• POS 관련 개발 경험을 보유하신 분
• Windows 운영체제에 대한 높은 이해도를 보유하신 분
• MSA 경험이 있으신 분
• AWS 서비스를 효율적으로 활용할 수 있으신 분"
"• Back-End 개발 관련 10년 이상의 경력이 있으신 분
• 컴퓨터 관련 전공하신 분
• 하나 이상의 언어(TypeScript, JavaScript 등) 개발 경험이 있으신 분
• NestJS를 이용한 프로젝트 경험이 있으신 분
• MySQL 등 관계형 DBMS 사용 가능하신 분","• POS 연동 플랫폼 설계 및 개발
 - 클라우드 채널 플랫폼(POS 연동) 구축 및 개발
• 연동 시스템 개발 및 운영
 - 외부 파트너와의 연동 시스템 개발 및 운영
 - 연동 시스템 통합 가이드 및 운영 문서 작성
• 연동 플랫폼 운영 및 개선
 - 주문 관련 서비스 및 타 시스템 연동 설계, 개발 및 운영","• POS 관련 개발 경험을 보유하신 분
• Windows 운영체제에 대한 높은 이해도를 보유하신 분
• MSA 경험이 있으신 분
• AWS 서비스를 효율적으로 활용할 수 있으신 분"
"• Make, n8n, VBA, AppsScript 등 자동화 경험 혹은 SW 개발 경험 필수
• 해외 SaaS, AI 툴을 찾아보고, 사용하기 위한 영어 능력 필수
• 집요하게 자동화 방법을 찾아 낼 수 있는 높은 오너십 필수","• 기업 내 업무를 n8n, Airtable 등과 LLM으로 자동화 및 Eval 구축
• 자동화를 위한 실무자와 대화, 업무 관찰, 자동화에 쓸 AI 툴 리서치
• 셀프 유지보수를 위한 임직원 대상 자동화 관련 강의 및 코칭","• Cursor로 바이브 코딩이 가능한 개발 지식 보유자 우대
• LLM Eval 시스템 구축 경험 우대"
"• 학사이상
• Back-End 개발자 : Spring Boot, PostgreSQL, MariaDB, MySQL 3년 이상 실무 경험",• Back-End 개발자 : Spring Boot를 활용한 Back-End 개발,"• Back-End 개발자 : AWS, JPA, OOP, Unit Test 가능자, 장치,(센서) 연동, 외부 API 연동 경험자"
"• 2년 이상의 백엔드 업무 경험을 가지고 있으면서, Typescript, 데이터베이스, 클린 코드 등과 관련된 기본적인 엔지니어링 역량을 보유하신 분
• 사용자 중심의 사고를 바탕으로 프로덕트를 만들고 안정적으로 서비스를 제공해 본 경험이 있으신 분
• 팀 동료들과 함께 머리를 맞대어 복잡한 비즈니스 요구사항을 제품으로 풀어내는 것을 즐기며, 내외부 주요 이해관계자와 원활한 커뮤니케이션이 가능하신 분
• 본인이 한 개발과 디자인에 대해 설명할 수 있고, 코드 개선과 업무 논의에 열린 마음을 가지고 논리적으로 소통하실 수 있는 분
• 스스로 본인이 맡은 시스템의 부족한 부분과 발전시킬 수 있는 부분을 살피고, 상황에 맞게 리팩토링하거나 동료와 함께 개선시켜 나가실 줄 아는 분
• 개발 업무가 단순히 일이 아니라 재밌거나 즐거우신 분
• 지속적으로 성장하고자 하는 동기가 꾸준하신 분","• 계약서 생성 및 전자계약, 프로젝트/고객 관리, 영업문서 관리 등의 기능을 가진 올인원 SaaS 프릭스를 개발하고 운영해요.
• 더 안정적인 서비스 제공을 위해 추가 기능 개발, 커스텀 기능 제공, 아키텍처 및 코드 개선 등을 진행하고 효율적인 데이터 처리 방식을 고안해요.
• 계약 관리(CLM) 기능 및 계약서 AI 기능 고도화 작업을 진행해요.","• 개발자 혹은 유저로서 B2B SaaS를 경험하여 이해도가 높거나 B2B SaaS를 직접 개발하고 상용화하는 경험을 해보신 분
• NestJS로 서비스를 개발하고 실제로 안정적으로 운영한 경험을 가지고 계신 분
• MSA 프로젝트 개발 혹은 전환을 진행해 보신 분
• 시스템 보안 및 외부 연동/제공 API 개발 경험 혹은 이와 관련된 기술적 이해가 있으신 분"
"""이런 분이라면 목표 달성에 확신을 얻을 것 같아요""
• Java, Spring, AWS 기반 웹 백엔드 서비스 개발 경험이 있으신 분
• RESTful API 설계 및 개발 경험을 보유하신 분
• DB 쿼리 분석을 통한 최적화 경험이 있으신 분
• 대용량 트래픽 최적화하고 분산 처리 구현 경험이 있으신 분
• 자료구조, 운영체제, 컴퓨터 아키텍쳐, OOP 등 기본 CS 지식을 갖추신 분","""미리디에서 ​이런 일들을 함께 하고 ​싶어요""
• MSA ​전환 과정에 ​참여하여, 기존 모놀리식 ​아키텍처를 마이크로서비스로 ​분리하는 ​경험을 쌓고, ​서비스 ​확장성과 ​유지보수성을 높이는 설계를 ​주도합니다.
• 실시간 ​저장 및 동시 ​편집 ​기능을 ​구현하며, 기술적으로 복잡한 ​시스템 아키텍처를 ​설계하고 ​최적화하는 도전을 ​경험합니다.
• AI 기술을 ​활용한 ​추천 시스템 개발에 ​참여하여, 사용자 ​맞춤형 디자인 경험을 제공하고 서비스의 가치를 높입니다.
• 글로벌 사용자들을 위한 서비스 최적화 및 인프라 설계를 통해 글로벌 트래픽 관리와 다국어 지원 등 글로벌 서비스 운영 경험을 쌓습니다.
• PM, 기획자와 긴밀히 협업하여 요구사항을 도출하고 일정을 수립하며, 빠르고 효율적인 개발 프로세스를 이끌어갑니다.
• 동료와의 코드 리뷰 및 기술 토론을 통해 서비스 성능을 최적화하고, 개발 문화를 함께 만들어갑니다.","""이런 분이라면 장기적으로 서로에게 더 긍정적일 것 같아요!""
• Spring WebFlux 기반 Reactive Programming 개발 경험이 있으신 분
• 디자인패턴을 이해하여 코드에 적용할 수 있고 아키텍쳐 설계에 능숙하신 분
• 클린 코드를 작성할 줄 알며 코드 리뷰를 통한 리팩토링에 능하신 분
• 유관 부서와 원활하게 소통할 수 있는 뛰어난 커뮤니케이션 능력을 갖추신 분

 |  미리디에서 활용하는 기술 스택
• 언어 및 프레임워크: Java, Spring MVC
• 데이터베이스: PostgreSQL, MongoDB, DynamoDB, Redis, Vector 데이터베이스
• 검색 엔진: AWS Opensearch
• 모니터링 : Datadog, CloudWatch
• 데이터솔루션 : Databricks
• 클라우드 환경: AWS"
"PHP 기반 웹 서비스 개발 실무 2년 이상
객체지향 프로그래밍 및 디자인 패턴 활용 능력
MySQL/MariaDB 등 RDBMS 설계 및 쿼리 최적화 경험
PDO, ORM 등 데이터베이스 추상화 계층 활용 경험
RESTful API 설계 및 외부 시스템 연동 경험
HTML/CSS 및 JavaScript를 활용한 UI/UX 개발 능력
Git 기반 협업 및 브랜치 전략 실무 경험
원활한 커뮤니케이션 및 협업 역량","BTS Platform의 PHP 기반 백엔드 아키텍처 설계 및 고도화
신규 서비스 및 비즈니스 로직 설계, 구현, 최적화
대용량 트래픽/데이터를 고려한 성능 개선 및 장애 대응
보안(입력 검증, 인증/인가, 데이터 보호) 강화 및 정책 수립
코드 품질 개선, 리팩토링, 테스트 자동화, 문서화
HTML/CSS 기반 UI/UX 개선 및 프론트엔드와의 협업
서버 운영, 배포 자동화, 모니터링 등 DevOps 업무","스타트업 환경에서의 개발 경험
플랫폼 서비스 개발 참여 경험
공항 산업, 물류, 플랫폼 사업에 관심 있는 분  
인천공항으로 출퇴근 가능하신 분
스타트업 환경 또는 플랫폼 서비스 개발 경험
리눅스 서버 환경에서의 서비스 운영 및 배포 경험
대규모 트래픽 서비스 운영 경험"
"• JAVA언어 기반의 Spring 개발 경험을 보유하신 분
• MySQL 혹은 PostgreSQL과 같은 RDBMS를 활용 가능하신 분
• RDBMS 구조를 설계하고 확장성 있는 DB 구조를 고민해 보신 분
• Database ORM (JPA/Hibernate/Querydsl 등) 관련 기술에 대한 경험이 있으신 분
• 캐시를 활용하여 서비스 성능개선을 경험해보신 분
• 대학 졸업자 이상 (2025년 08월 졸업 예정자 포함)


기술스택
• Spring(Java)
• MySQL (RDS)
• Redis 
• MongoDB 
• 기타 인프라","• 집품 서비스의 전반적인 백엔드 개발 업무를 담당합니다.
   (비즈니스 로직 설계, DB 관리 및 성능최적화, RestfulAPI 제작)
• 백엔드 API와 아키텍쳐에 대한 설계, 구현, 테스트, 문서화를 진행합니다.
• 서버 안정성과 API 속도향상을 위해 기능을 체크하고 개선점을 파악합니다.","• 공공데이터 관련 활용 경험이 있거나 이해도가 높으신 분
• RDBMS의 실행계획을 통해 인덱스 튜닝 / 쿼리 튜닝 등을 진행해 본 경험이 있으신 분
• 로그를 통해 상태를 분석하고 로직의 성능을 개선해보신 경험이 있으신 분
• Sentry, Datadog등을 활용하여 실시간 오류를 분석하고 서비스를 개선해보신 경험이 있으신 분
• 테스트 프레임 워크를 통해 테스트 코드를 작성해 보신 분
• ElasticSearch를 활용해보신 경험이 있으신 분
• 24/365 무중단 서비스를 경험해 보신 분"
"• 백엔드 개발 경력 3년 이상 또는 그에 준하는 역량을 보유하신 분.
    - 단, 전문연구요원(병역특례) 지원자의 경우, 해당 경력 요건과 무관하게 지원 및 채용 절차 진행이 가능합니다.
• AI 모델 서빙 및 ML 파이프라인 관련 기본 지식을 보유하신 분.
• On-Premise 및 클라우드 환경에서의 개발 및 운영 경험을 보유하신 분.
• 백엔드 성능 최적화 및 대용량 데이터 처리 경험을 보유하신 분.
• 업무 진행 및 개발 결과를 체계적으로 문서화할 수 있는 분.
• 팀원들과 원활한 협업 및 커뮤니케이션 능력을 보유하신 분.","이번에 모집하는 “AI 백엔드 시스템 엔지니어”는 대용량 데이터를 효율적으로 처리하고, AI 모델을 최적화하여 서비스에 적용하는 백엔드 시스템을 구축하는 핵심 역할을 담당하실 분을 찾고 있습니다.

• 백엔드 아키텍처 설계 및 운영 (On-Premise 및 Cloud 환경)
• 대용량 문서 데이터 처리 및 최적화
• JSON 기반 데이터 송수신 로직 설계 및 구현
• MSA 기반의 백엔드 시스템 설계 및 운영
• Document AI 모델 서빙, API 개발 및 최적화
• ML 파이프라인 및 데이터 처리 파이프라인 구축
• MLOps 구축 및 운영을 통한 모델 서빙 및 배포 자동화
• RAG 기반 AI 시스템 설계 및 구현
• 서비스 안정성을 위한 로그 수집 및 모니터링 시스템 구축

• 주요 언어 및 프레임워크: Python, FastAPI
• 데이터베이스: PostgreSQL, Redis
• 클라우드 및 인프라: AWS (S3, Lambda, ECS 등), Docker, Docker-Compose
• 기타: Git, CI/CD, 대용량 데이터 처리 기술, Kubernetes, Istio, Helm, Triton","• AI 모델 서빙 또는 ML 파이프라인 구축 경험을 보유하신 분.
• On-premise 서버 배포 솔루션 개발 경험을 보유하신 분.
• MLOps 구축 및 운영 경험을 보유하신 분.
• RAG 기반 AI 시스템 설계 및 구현 경험을 보유하신 분.
• OCR, NLP, LLM, RAG 등 문서 AI 관련 프로젝트 경험을 보유하신 분.
• Kubernetes, Istio, Helm 등 클라우드 환경 구축 및 운영 경험을 보유하신 분.
• 대규모 트래픽을 처리할 수 있는 백엔드 아키텍처 설계 및 운영 경험을 보유하신 분.
• DevOps 및 자동화된 배포 환경 구축 경험을 보유하신 분."
"• 시스템 설계 경험
• 데이터베이스 설계 경험
• 클라우드 (AWS/NCP/GCP 등) 운영 경험
• 테크 스택: Node.js(Express) / NestJS, AWS, RDBMS(MySQL), NoSQL(MongoDB, Redis 등)

CI/CD를 이용한 자동 배포 경험","• B2C 신규 서비스 개발 및 기존 서비스 마이그레이션
• 기존 서비스 분석 및 운영과 안정화
• 운영팀과의 원활한 소통
• 서비스 구현을 위한 개발 전략 수립
• 코드리뷰 및 기술 리더십
• 데이터베이스 마이그레이션","• 대용량 시스템 설계/운영 경험
• 애자일 및 DDD에 대해 높은 이해도를 가지신 분
• 중대형 서비스의 마이그레이션 경험이 있으신 분
• DB cluster에 기반한 Multi schema, Reader/Writer 환경에서 MSA 개발 및 운영 경험이 있으신 분
• 이벤트/메시지 기반의 MSA 구현 경험을 가지신 분 (RabbitMQ/Kafka 등)"
"• Node.js, Java, PHP, Python 백엔드 개발 경력이 3년 이상 또는 이에 준하는 실력을 보유하신 분
• Go 언어를 이용한 백엔드 개발에 도전하고자 하는 의지가 있으신 분
• Database (MySQL, Redis, ElasticSearch …)를 연동한 프로젝트 경험이 있으신 분
• HTTP 통신에 대한 기본적인 이해와 RESTful API 설계 · 개발 경험이 있으신 분
• 주도적으로 문제를 발견하고 해결하며, 지속적인 개선을 추구하시는 분
• 협업의 즐거움을 알고 적극적이면서도 겸손한 커뮤니케이션이 가능한 분","• Go 언어 기반 백엔드 개발 (Node.js, Java, PHP, Python 경험자 가능)
• API 성능 개선","• IT 관련 학과 4년제 학사 이상의 전공을 가지신 분
• Go 언어를 활용한 API 개발 경험이 있으신 분
• OAuth2 기반 인증 서버를 구축하고 서비스에 적용한 경험이 있으신 분
• RDB 설계 및 SQL 쿼리 작성 · 최적화에 능숙하신 분
• Git을 이용한 협업이 익숙하신 분
• AWS 인프라 구축 및 서비스 운영, 비용 최적화한 경험이 있으신 분
• 대용량 트래픽 분산 처리에 대한 경험이 있으신 분"